,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,years_of_experience,job_category
13880,2023,Senior,Full time,Analytics Engineer,178600,US,On Site,US,Medium,7,Data Engineering
13881,2023,Senior,Full time,Analytics Engineer,142880,US,On Site,US,Medium,9,Data Engineering
13882,2023,Senior,Full time,Data Scientist,255000,US,On Site,US,Medium,5,Data Science
13883,2023,Senior,Full time,Data Scientist,169000,US,On Site,US,Medium,6,Data Science
13884,2023,Mid level,Full time,Data Scientist,155000,US,On Site,US,Medium,3,Data Science
13885,2023,Mid level,Full time,Data Scientist,100000,US,On Site,US,Medium,3,Data Science
13886,2023,Mid level,Full time,Data Engineer,151410,US,On Site,US,Medium,3,Data Engineering
13887,2023,Mid level,Full time,Data Engineer,144200,US,On Site,US,Medium,3,Data Engineering
13888,2023,Entry level,Full time,Data Scientist,151410,US,Full Remote,US,Medium,1,Data Science
13889,2023,Entry level,Full time,Data Scientist,115360,US,Full Remote,US,Medium,1,Data Science
13890,2023,Senior,Full time,Data Engineer,252000,US,On Site,US,Medium,6,Data Engineering
13891,2023,Senior,Full time,Data Engineer,129000,US,On Site,US,Medium,6,Data Engineering
13892,2023,Mid level,Full time,Analytics Engineer,193170,US,On Site,US,Medium,2,Data Engineering
13893,2023,Mid level,Full time,Analytics Engineer,116480,US,On Site,US,Medium,3,Data Engineering
13894,2023,Mid level,Full time,Applied Scientist,250000,US,On Site,US,Medium,3,Data Science
13895,2023,Mid level,Full time,Applied Scientist,125000,US,On Site,US,Medium,3,Data Science
13896,2023,Senior,Full time,Data Engineer,146000,US,Full Remote,US,Medium,9,Data Engineering
13897,2023,Senior,Full time,Data Engineer,94000,US,Full Remote,US,Medium,5,Data Engineering
13898,2023,Executive level,Full time,Data Scientist,246080,GB,On Site,GB,Medium,12,Data Science
13899,2023,Executive level,Full time,Data Scientist,203016,GB,On Site,GB,Medium,14,Data Science
13900,2023,Executive level,Full time,Head of Data,135344,GB,Full Remote,GB,Medium,11,Management
13901,2023,Executive level,Full time,Head of Data,110736,GB,Full Remote,GB,Medium,10,Management
13902,2023,Senior,Full time,Applied Scientist,260000,US,On Site,US,Large,7,Data Science
13903,2023,Senior,Full time,Applied Scientist,136000,US,On Site,US,Large,8,Data Science
13904,2023,Executive level,Full time,Head of Data,329500,US,On Site,US,Medium,11,Management
13905,2023,Executive level,Full time,Head of Data,269600,US,On Site,US,Medium,13,Management
13906,2023,Senior,Full time,Data Architect,250500,US,On Site,US,Medium,7,Data Architecture
13907,2023,Senior,Full time,Data Architect,159500,US,On Site,US,Medium,6,Data Architecture
13908,2023,Entry level,Full time,Data Analyst,115000,US,On Site,US,Medium,1,Other
13909,2023,Entry level,Full time,Data Analyst,105000,US,On Site,US,Medium,1,Other
13910,2023,Senior,Full time,Research Scientist,250000,US,On Site,US,Medium,6,Data Science
13911,2023,Senior,Full time,Research Scientist,170000,US,On Site,US,Medium,9,Data Science
13912,2023,Senior,Full time,Research Scientist,198800,US,On Site,US,Medium,8,Data Science
13913,2023,Senior,Full time,Research Scientist,105200,US,On Site,US,Medium,7,Data Science
13914,2023,Entry level,Full time,Data Analyst,94035,US,Full Remote,US,Medium,1,Other
13915,2023,Entry level,Full time,Data Analyst,57920,US,Full Remote,US,Medium,1,Other
13916,2023,Senior,Full time,Applied Scientist,222200,US,On Site,US,Large,5,Data Science
13917,2023,Senior,Full time,Applied Scientist,136000,US,On Site,US,Large,9,Data Science
13918,2023,Senior,Full time,Data Analyst,113600,US,On Site,US,Medium,9,Other
13919,2023,Senior,Full time,Data Analyst,60000,US,On Site,US,Medium,5,Other
13920,2023,Senior,Full time,Data Engineer,150000,US,Full Remote,US,Medium,8,Data Engineering
13921,2023,Senior,Full time,Data Engineer,130000,US,Full Remote,US,Medium,5,Data Engineering
13922,2023,Senior,Full time,Data Scientist,256000,US,Full Remote,US,Medium,5,Data Science
13923,2023,Senior,Full time,Data Scientist,160000,US,Full Remote,US,Medium,7,Data Science
13924,2023,Senior,Full time,Data Engineer,180000,US,Full Remote,US,Medium,7,Data Engineering
13925,2023,Senior,Full time,Data Engineer,165000,US,Full Remote,US,Medium,5,Data Engineering
13926,2023,Senior,Full time,Data Analyst,116000,US,Full Remote,US,Medium,7,Other
13927,2023,Senior,Full time,Data Analyst,78000,US,Full Remote,US,Medium,6,Other
13928,2023,Senior,Full time,Computer Vision Engineer,245000,GB,On Site,GB,Medium,9,Artificial_Intelligence
13929,2023,Senior,Full time,Computer Vision Engineer,210000,GB,On Site,GB,Medium,5,Artificial_Intelligence
13930,2023,Senior,Full time,Data Analyst,115934,US,Full Remote,US,Medium,5,Other
13931,2023,Senior,Full time,Data Analyst,81666,US,Full Remote,US,Medium,7,Other
13932,2023,Senior,Full time,Machine Learning Engineer,283200,US,On Site,US,Medium,5,Machine Learning
13933,2023,Senior,Full time,Machine Learning Engineer,188800,US,On Site,US,Medium,5,Machine Learning
13934,2023,Senior,Full time,Research Scientist,220000,US,On Site,US,Medium,7,Data Science
13935,2023,Senior,Full time,Research Scientist,150000,US,On Site,US,Medium,5,Data Science
13936,2023,Senior,Full time,Applied Scientist,192000,US,Full Remote,US,Medium,8,Data Science
13937,2023,Senior,Full time,Applied Scientist,164000,US,Full Remote,US,Medium,8,Data Science
13938,2023,Mid level,Freelancer,Business Data Analyst,36000,GH,On Site,GH,Small,2,Other
13939,2023,Mid level,Full time,NLP Engineer,32834,IN,Full Remote,IN,Medium,2,Artificial_Intelligence
13940,2023,Senior,Full time,Research Scientist,205640,US,On Site,US,Medium,8,Data Science
13941,2023,Senior,Full time,Research Scientist,142600,US,On Site,US,Medium,8,Data Science
13942,2023,Senior,Full time,Data Engineer,193200,US,Full Remote,US,Medium,8,Data Engineering
13943,2023,Senior,Full time,Data Engineer,156400,US,Full Remote,US,Medium,7,Data Engineering
13944,2023,Senior,Full time,Machine Learning Engineer,196000,US,On Site,US,Medium,8,Machine Learning
13945,2023,Senior,Full time,Machine Learning Engineer,121000,US,On Site,US,Medium,5,Machine Learning
13946,2023,Senior,Full time,Data Engineer,72000,AR,Full Remote,AR,Medium,8,Data Engineering
13947,2023,Senior,Full time,Data Engineer,48000,AR,Full Remote,AR,Medium,8,Data Engineering
13948,2023,Senior,Full time,Data Engineer,165000,US,On Site,US,Medium,6,Data Engineering
13949,2023,Senior,Full time,Data Engineer,132300,US,On Site,US,Medium,6,Data Engineering
13950,2023,Senior,Full time,Data Scientist,244000,CA,On Site,CA,Medium,5,Data Science
13951,2023,Senior,Full time,Data Scientist,197000,CA,On Site,CA,Medium,8,Data Science
13952,2023,Senior,Full time,Data Scientist,328000,US,On Site,US,Medium,6,Data Science
13953,2023,Senior,Full time,Data Scientist,211000,US,On Site,US,Medium,9,Data Science
13954,2023,Senior,Full time,Data Scientist,237000,US,Full Remote,US,Medium,5,Data Science
13955,2023,Senior,Full time,Data Scientist,201450,US,Full Remote,US,Medium,8,Data Science
13956,2023,Senior,Full time,Machine Learning Engineer,229000,US,On Site,US,Medium,8,Machine Learning
13957,2023,Senior,Full time,Machine Learning Engineer,206000,US,On Site,US,Medium,8,Machine Learning
13958,2023,Senior,Full time,Data Scientist,231000,US,Full Remote,US,Medium,8,Data Science
13959,2023,Senior,Full time,Data Scientist,134000,US,Full Remote,US,Medium,7,Data Science
13960,2023,Senior,Full time,Machine Learning Engineer,183750,US,On Site,US,Medium,9,Machine Learning
13961,2023,Senior,Full time,Machine Learning Engineer,165400,US,On Site,US,Medium,6,Machine Learning
13962,2023,Mid level,Full time,Data Engineer,175000,US,On Site,US,Medium,2,Data Engineering
13963,2023,Mid level,Full time,Data Engineer,125000,US,On Site,US,Medium,3,Data Engineering
13964,2023,Senior,Full time,Analytics Engineer,152900,GB,Full Remote,GB,Medium,8,Data Engineering
13965,2023,Senior,Full time,Analytics Engineer,117700,GB,Full Remote,GB,Medium,8,Data Engineering
13966,2023,Senior,Full time,Data Scientist,285800,US,On Site,US,Medium,6,Data Science
13967,2023,Senior,Full time,Data Scientist,154600,US,On Site,US,Medium,8,Data Science
13968,2023,Senior,Full time,Data Operations Engineer,289120,US,On Site,US,Medium,6,Data Engineering
13969,2023,Senior,Full time,Data Operations Engineer,192400,US,On Site,US,Medium,5,Data Engineering
13970,2023,Mid level,Full time,Staff Data Analyst,179998,SA,Full Remote,SA,Small,3,Other
13971,2023,Entry level,Full time,Applied Machine Learning Scientist,48644,IN,Full Remote,DE,Large,1,Machine Learning
13972,2023,Mid level,Full time,Data Scientist,35000,IN,On Site,IN,Large,2,Data Science
13973,2023,Senior,Full time,Data Engineer,230000,US,On Site,US,Medium,6,Data Engineering
13974,2023,Senior,Full time,Data Engineer,166000,US,On Site,US,Medium,8,Data Engineering
13975,2023,Mid level,Full time,AWS Data Architect,258000,US,Full Remote,US,Large,3,Data Architecture
13976,2023,Senior,Full time,Data Scientist,225000,US,On Site,US,Medium,9,Data Science
13977,2023,Senior,Full time,Data Scientist,156400,US,On Site,US,Medium,6,Data Science
13978,2023,Senior,Full time,Data Engineer,190000,US,Full Remote,US,Medium,7,Data Engineering
13979,2023,Senior,Full time,Data Engineer,150000,US,Full Remote,US,Medium,8,Data Engineering
13980,2023,Senior,Full time,Data Scientist,196000,US,On Site,US,Medium,8,Data Science
13981,2023,Senior,Full time,Data Scientist,121000,US,On Site,US,Medium,9,Data Science
13982,2023,Senior,Full time,Data Scientist,219000,US,On Site,US,Medium,9,Data Science
13983,2023,Senior,Full time,Data Scientist,141000,US,On Site,US,Medium,8,Data Science
13984,2023,Senior,Full time,Data Engineer,230000,US,On Site,US,Medium,7,Data Engineering
13985,2023,Senior,Full time,Data Engineer,206000,US,On Site,US,Medium,5,Data Engineering
13986,2023,Senior,Full time,Applied Scientist,192000,US,On Site,US,Medium,9,Data Science
13987,2023,Senior,Full time,Applied Scientist,164000,US,On Site,US,Medium,8,Data Science
13988,2023,Mid level,Full time,Machine Learning Engineer,300000,AU,On Site,AU,Medium,2,Machine Learning
13989,2023,Mid level,Full time,Machine Learning Engineer,260000,AU,On Site,AU,Medium,2,Machine Learning
13990,2023,Senior,Full time,Data Analyst,147000,US,Full Remote,US,Medium,9,Other
13991,2023,Senior,Full time,Data Analyst,92000,US,Full Remote,US,Medium,6,Other
13992,2023,Senior,Full time,Machine Learning Engineer,200000,US,On Site,US,Medium,7,Machine Learning
13993,2023,Senior,Full time,Machine Learning Engineer,140000,US,On Site,US,Medium,9,Machine Learning
13994,2023,Mid level,Full time,Data Manager,110000,US,On Site,US,Medium,2,Management
13995,2023,Mid level,Full time,Data Manager,70000,US,On Site,US,Medium,2,Management
13996,2023,Senior,Full time,Data Engineer,284310,US,On Site,US,Medium,6,Data Engineering
13997,2023,Senior,Full time,Data Engineer,153090,US,On Site,US,Medium,8,Data Engineering
13998,2023,Senior,Full time,Machine Learning Engineer,261500,US,On Site,US,Large,7,Machine Learning
13999,2023,Senior,Full time,Machine Learning Engineer,134500,US,On Site,US,Large,5,Machine Learning
14000,2023,Entry level,Contractor,Product Data Analyst,83200,US,Half Remote,US,Small,1,Other
14001,2023,Senior,Full time,Data Engineer,204500,DE,On Site,DE,Medium,7,Data Engineering
14002,2023,Senior,Full time,Data Engineer,142200,DE,On Site,DE,Medium,8,Data Engineering
14003,2023,Senior,Full time,Data Analyst,145000,US,Full Remote,US,Medium,5,Other
14004,2023,Senior,Full time,Data Analyst,106000,US,Full Remote,US,Medium,8,Other
14005,2023,Senior,Full time,Data Scientist,190000,US,Full Remote,US,Medium,6,Data Science
14006,2023,Senior,Full time,Data Scientist,160000,US,Full Remote,US,Medium,6,Data Science
14007,2023,Senior,Full time,Analytics Engineer,275300,US,Full Remote,US,Medium,5,Data Engineering
14008,2023,Senior,Full time,Analytics Engineer,183500,US,Full Remote,US,Medium,9,Data Engineering
14009,2023,Mid level,Full time,Data Engineer,147648,GB,On Site,GB,Medium,2,Data Engineering
14010,2023,Mid level,Full time,Data Engineer,123040,GB,On Site,GB,Medium,3,Data Engineering
14011,2023,Senior,Full time,ETL Developer,182850,US,Full Remote,US,Medium,5,Data Engineering
14012,2023,Senior,Full time,ETL Developer,113000,US,Full Remote,US,Medium,9,Data Engineering
14013,2023,Senior,Full time,Business Intelligence Engineer,202800,US,On Site,US,Large,5,Other
14014,2023,Senior,Full time,Business Intelligence Engineer,104300,US,On Site,US,Large,6,Other
14015,2023,Senior,Full time,Data Engineer,215000,US,On Site,US,Medium,9,Data Engineering
14016,2023,Senior,Full time,Data Engineer,175000,US,On Site,US,Medium,5,Data Engineering
14017,2023,Executive level,Full time,Data Scientist,228856,GB,Full Remote,GB,Medium,11,Data Science
14018,2023,Executive level,Full time,Data Scientist,144540,GB,Full Remote,GB,Medium,11,Data Science
14019,2023,Mid level,Full time,Data Engineer,162500,US,On Site,US,Medium,2,Data Engineering
14020,2023,Mid level,Full time,Data Engineer,130000,US,On Site,US,Medium,2,Data Engineering
14021,2023,Mid level,Full time,Data Scientist,140000,US,Full Remote,US,Medium,3,Data Science
14022,2023,Mid level,Full time,Data Scientist,115000,US,Full Remote,US,Medium,3,Data Science
14023,2023,Senior,Full time,Data Engineer,136600,US,Full Remote,US,Medium,7,Data Engineering
14024,2023,Senior,Full time,Data Engineer,109280,US,Full Remote,US,Medium,7,Data Engineering
14025,2023,Senior,Full time,Machine Learning Engineer,221000,US,On Site,US,Medium,9,Machine Learning
14026,2023,Senior,Full time,Machine Learning Engineer,185000,US,On Site,US,Medium,5,Machine Learning
14027,2023,Senior,Full time,Data Analyst,84000,CO,Full Remote,CO,Medium,6,Other
14028,2023,Senior,Full time,Data Analyst,60000,CO,Full Remote,CO,Medium,8,Other
14029,2023,Mid level,Full time,Analytics Engineer,73824,GB,On Site,GB,Medium,3,Data Engineering
14030,2023,Mid level,Full time,Analytics Engineer,61520,GB,On Site,GB,Medium,2,Data Engineering
14031,2023,Mid level,Full time,BI Data Analyst,70000,EG,Full Remote,US,Medium,3,Data Engineering
14032,2021,Senior,Freelancer,Machine Learning Developer,60000,NG,Full Remote,NG,Medium,9,Machine Learning
14033,2023,Senior,Full time,Research Engineer,281000,US,On Site,US,Medium,5,Other
14034,2023,Senior,Full time,Research Engineer,196000,US,On Site,US,Medium,5,Other
14035,2023,Senior,Full time,Data Engineer,146000,US,On Site,US,Medium,8,Data Engineering
14036,2023,Senior,Full time,Data Engineer,94000,US,On Site,US,Medium,5,Data Engineering
14037,2023,Entry level,Full time,Data Integration Specialist,69500,US,Full Remote,US,Medium,1,Data Engineering
14038,2023,Entry level,Full time,Data Integration Specialist,46400,US,Full Remote,US,Medium,1,Data Engineering
14039,2023,Senior,Full time,Data Engineer,185000,US,Full Remote,US,Medium,6,Data Engineering
14040,2023,Senior,Full time,Data Engineer,150000,US,Full Remote,US,Medium,5,Data Engineering
14041,2023,Senior,Full time,Data Engineer,145000,US,On Site,US,Medium,7,Data Engineering
14042,2023,Senior,Full time,Data Engineer,115000,US,On Site,US,Medium,6,Data Engineering
14043,2023,Senior,Full time,Data Engineer,254000,US,On Site,US,Medium,5,Data Engineering
14044,2023,Senior,Full time,Data Engineer,200000,US,On Site,US,Medium,5,Data Engineering
14045,2023,Senior,Full time,Applied Scientist,260000,US,On Site,US,Large,8,Data Science
14046,2023,Senior,Full time,Applied Scientist,136000,US,On Site,US,Large,5,Data Science
14047,2023,Senior,Full time,Data Scientist,281000,CA,On Site,CA,Medium,8,Data Science
14048,2023,Senior,Full time,Data Scientist,181000,CA,On Site,CA,Medium,7,Data Science
14049,2023,Senior,Full time,Data Architect,285000,US,Full Remote,US,Medium,8,Data Architecture
14050,2023,Senior,Full time,Data Architect,210000,US,Full Remote,US,Medium,7,Data Architecture
14051,2023,Entry level,Full time,Data Analyst,69525,US,Full Remote,US,Medium,1,Other
14052,2023,Entry level,Full time,Data Analyst,61800,US,Full Remote,US,Medium,1,Other
14053,2023,Senior,Full time,Data Scientist,192000,US,On Site,US,Medium,7,Data Science
14054,2023,Senior,Full time,Data Scientist,164000,US,On Site,US,Medium,7,Data Science
14055,2023,Senior,Full time,Machine Learning Engineer,178000,US,On Site,US,Medium,9,Machine Learning
14056,2023,Senior,Full time,Machine Learning Engineer,152000,US,On Site,US,Medium,5,Machine Learning
14057,2023,Senior,Full time,BI Developer,160000,US,Full Remote,JP,Large,6,Data Engineering
14058,2023,Entry level,Full time,Data Scientist,40000,UZ,Full Remote,US,Medium,1,Data Science
14059,2023,Senior,Full time,Data Analyst,125000,US,On Site,US,Medium,6,Other
14060,2023,Senior,Full time,Data Analyst,95000,US,On Site,US,Medium,7,Other
14061,2023,Senior,Full time,Data Visualization Analyst,130000,US,On Site,US,Medium,7,Other
14062,2023,Senior,Full time,Data Visualization Analyst,110000,US,On Site,US,Medium,5,Other
14063,2023,Senior,Full time,Data Scientist,48585,ES,On Site,ES,Medium,7,Data Science
14064,2023,Senior,Full time,Data Scientist,38868,ES,On Site,ES,Medium,7,Data Science
14065,2023,Senior,Full time,Data Engineer,145000,US,On Site,US,Medium,7,Data Engineering
14066,2023,Senior,Full time,Data Engineer,120000,US,On Site,US,Medium,8,Data Engineering
14067,2023,Senior,Full time,Machine Learning Engineer,283200,US,On Site,US,Medium,7,Machine Learning
14068,2023,Senior,Full time,Machine Learning Engineer,188800,US,On Site,US,Medium,5,Machine Learning
14069,2023,Senior,Full time,Research Engineer,225000,FR,On Site,FR,Medium,5,Other
14070,2023,Senior,Full time,Research Engineer,168000,FR,On Site,FR,Medium,7,Other
14071,2023,Senior,Full time,Data Scientist,140000,US,On Site,US,Medium,8,Data Science
14072,2023,Senior,Full time,Data Scientist,105000,US,On Site,US,Medium,8,Data Science
14073,2023,Entry level,Full time,Data Scientist,130001,US,Full Remote,US,Medium,1,Data Science
14074,2023,Entry level,Full time,Data Scientist,71907,US,Full Remote,US,Medium,1,Data Science
14075,2023,Senior,Full time,Analytics Engineer,144000,CA,Full Remote,CA,Medium,5,Data Engineering
14076,2023,Senior,Full time,Analytics Engineer,80000,CA,Full Remote,CA,Medium,8,Data Engineering
14077,2023,Senior,Full time,Data Architect,205000,US,Full Remote,US,Medium,6,Data Architecture
14078,2023,Senior,Full time,Data Architect,150000,US,Full Remote,US,Medium,5,Data Architecture
14079,2023,Senior,Full time,Data Analyst,189400,GB,On Site,GB,Medium,6,Other
14080,2023,Senior,Full time,Data Analyst,131685,GB,On Site,GB,Medium,8,Other
14081,2023,Executive level,Full time,Head of Data,204500,US,On Site,US,Medium,10,Management
14082,2023,Executive level,Full time,Head of Data,142200,US,On Site,US,Medium,14,Management
14083,2023,Senior,Full time,Data Scientist,150000,US,Full Remote,US,Medium,8,Data Science
14084,2023,Senior,Full time,Data Scientist,130000,US,Full Remote,US,Medium,9,Data Science
14085,2023,Mid level,Full time,Data Engineer,120000,US,On Site,US,Medium,3,Data Engineering
14086,2023,Mid level,Full time,Data Engineer,120000,US,On Site,US,Medium,3,Data Engineering
14087,2023,Senior,Full time,Data Analyst,172000,GB,Full Remote,GB,Medium,5,Other
14088,2023,Senior,Full time,Data Analyst,110000,GB,Full Remote,GB,Medium,6,Other
14089,2023,Senior,Full time,Applied Scientist,260000,US,On Site,US,Large,5,Data Science
14090,2023,Senior,Full time,Applied Scientist,136000,US,On Site,US,Large,6,Data Science
14091,2023,Senior,Full time,Data Analyst,110000,US,Full Remote,US,Medium,5,Other
14092,2023,Senior,Full time,Data Analyst,90000,US,Full Remote,US,Medium,6,Other
14093,2023,Entry level,Full time,BI Data Analyst,60000,AR,Full Remote,US,Medium,1,Data Engineering
14094,2023,Entry level,Full time,Data Scientist,77791,CA,Half Remote,CA,Large,1,Data Science
14095,2022,Mid level,Full time,Data Scientist,55410,FR,Full Remote,GB,Medium,2,Data Science
14096,2023,Senior,Full time,Product Data Analyst,57000,GE,Full Remote,RU,Large,6,Other
14097,2023,Mid level,Full time,Autonomous Vehicle Technician,120000,GB,Half Remote,GB,Medium,2,Other
14098,2023,Senior,Full time,Data Modeler,168400,US,On Site,US,Medium,5,Other
14099,2023,Senior,Full time,Data Modeler,90700,US,On Site,US,Medium,5,Other
14100,2023,Senior,Full time,Data Analyst,150000,US,Full Remote,US,Medium,7,Other
14101,2023,Senior,Full time,Data Analyst,95000,US,Full Remote,US,Medium,6,Other
14102,2023,Senior,Full time,Data Engineer,161000,US,On Site,US,Medium,9,Data Engineering
14103,2023,Senior,Full time,Data Engineer,85000,US,On Site,US,Medium,6,Data Engineering
14104,2023,Senior,Full time,Research Engineer,240000,US,Full Remote,US,Medium,6,Other
14105,2023,Senior,Full time,Research Engineer,157250,US,Full Remote,US,Medium,8,Other
14106,2023,Senior,Full time,Applied Scientist,260000,US,On Site,US,Large,6,Data Science
14107,2023,Senior,Full time,Applied Scientist,136000,US,On Site,US,Large,5,Data Science
14108,2023,Senior,Full time,Data Scientist,277500,US,On Site,US,Medium,5,Data Science
14109,2023,Senior,Full time,Data Scientist,206000,US,On Site,US,Medium,8,Data Science
14110,2023,Mid level,Full time,Machine Learning Engineer,165000,US,On Site,US,Medium,3,Machine Learning
14111,2023,Mid level,Full time,Machine Learning Engineer,150000,US,On Site,US,Medium,3,Machine Learning
14112,2023,Senior,Full time,Applied Scientist,222200,US,On Site,US,Large,9,Data Science
14113,2023,Senior,Full time,Applied Scientist,136000,US,On Site,US,Large,5,Data Science
14114,2023,Senior,Full time,Data Scientist,236500,US,On Site,US,Medium,6,Data Science
14115,2023,Senior,Full time,Data Scientist,176000,US,On Site,US,Medium,7,Data Science
14116,2023,Senior,Full time,Data Analyst,155000,GB,On Site,GB,Medium,7,Other
14117,2023,Senior,Full time,Data Analyst,120000,GB,On Site,GB,Medium,6,Other
14118,2023,Senior,Full time,Data Scientist,172800,GB,Full Remote,GB,Medium,9,Data Science
14119,2023,Senior,Full time,Data Scientist,110000,GB,Full Remote,GB,Medium,5,Data Science
14120,2023,Senior,Full time,Applied Scientist,260000,US,On Site,US,Large,6,Data Science
14121,2023,Senior,Full time,Applied Scientist,136000,US,On Site,US,Large,7,Data Science
14122,2023,Senior,Full time,Data Engineer,171250,US,On Site,US,Medium,8,Data Engineering
14123,2023,Senior,Full time,Data Engineer,113750,US,On Site,US,Medium,8,Data Engineering
14124,2022,Entry level,Full time,Research Engineer,41809,JP,Half Remote,JP,Large,1,Other
14125,2020,Mid level,Contractor,Sales Data Analyst,60000,NG,On Site,NG,Medium,2,Other
14126,2023,Entry level,Full time,Cloud Data Engineer,100000,DE,Half Remote,US,Large,1,Data Engineering
14127,2023,Senior,Contractor,Finance Data Analyst,323905,FR,Full Remote,US,Medium,7,Other
14128,2023,Senior,Full time,Data Engineer,146000,US,On Site,US,Medium,9,Data Engineering
14129,2023,Senior,Full time,Data Engineer,75000,US,On Site,US,Medium,5,Data Engineering
14130,2023,Senior,Full time,Data Engineer,146000,US,On Site,US,Medium,8,Data Engineering
14131,2023,Senior,Full time,Data Engineer,75000,US,On Site,US,Medium,7,Data Engineering
14132,2023,Entry level,Full time,Research Scientist,150000,US,On Site,US,Medium,1,Data Science
14133,2023,Entry level,Full time,Research Scientist,100000,US,On Site,US,Medium,1,Data Science
14134,2023,Senior,Full time,Data Analyst,62000,US,On Site,US,Medium,5,Other
14135,2023,Senior,Full time,Data Analyst,55000,US,On Site,US,Medium,5,Other
14136,2023,Mid level,Full time,Data Analytics Manager,155000,US,On Site,US,Medium,3,Management
14137,2023,Mid level,Full time,Data Analytics Manager,140000,US,On Site,US,Medium,2,Management
14138,2023,Mid level,Full time,Applied Scientist,36000,NG,Half Remote,NG,Medium,2,Data Science
14139,2023,Senior,Full time,Machine Learning Engineer,247500,US,On Site,US,Medium,6,Machine Learning
14140,2023,Senior,Full time,Machine Learning Engineer,172200,US,On Site,US,Medium,5,Machine Learning
14141,2023,Mid level,Full time,Data Specialist,110000,US,On Site,US,Medium,2,Other
14142,2023,Mid level,Full time,Data Specialist,70000,US,On Site,US,Medium,2,Other
14143,2023,Senior,Full time,Machine Learning Engineer,230000,US,On Site,US,Medium,8,Machine Learning
14144,2023,Senior,Full time,Machine Learning Engineer,140100,US,On Site,US,Medium,5,Machine Learning
14145,2023,Senior,Full time,Machine Learning Engineer,297300,US,Full Remote,US,Medium,7,Machine Learning
14146,2023,Senior,Full time,Machine Learning Engineer,198200,US,Full Remote,US,Medium,8,Machine Learning
14147,2023,Mid level,Full time,Data Engineer,204000,US,Full Remote,US,Medium,3,Data Engineering
14148,2023,Mid level,Full time,Data Engineer,161500,US,Full Remote,US,Medium,2,Data Engineering
14149,2023,Senior,Full time,Data Operations Analyst,144000,GB,On Site,GB,Medium,5,Data Engineering
14150,2023,Senior,Full time,Data Operations Analyst,77000,GB,On Site,GB,Medium,9,Data Engineering
14151,2023,Mid level,Full time,Data Specialist,87500,US,Full Remote,US,Medium,2,Other
14152,2023,Mid level,Full time,Data Specialist,62500,US,Full Remote,US,Medium,2,Other
14153,2023,Senior,Full time,Data Analyst,160000,US,Full Remote,US,Medium,6,Other
14154,2023,Senior,Full time,Data Analyst,135000,US,Full Remote,US,Medium,7,Other
14155,2023,Senior,Full time,Machine Learning Engineer,216000,US,Full Remote,US,Medium,7,Machine Learning
14156,2023,Senior,Full time,Machine Learning Engineer,184000,US,Full Remote,US,Medium,7,Machine Learning
14157,2023,Mid level,Full time,Data Modeler,110736,GB,On Site,GB,Medium,3,Other
14158,2023,Mid level,Full time,Data Modeler,55368,GB,On Site,GB,Medium,3,Other
14159,2023,Senior,Full time,Research Engineer,253000,US,Full Remote,US,Medium,9,Other
14160,2023,Senior,Full time,Research Engineer,156400,US,Full Remote,US,Medium,6,Other
14161,2023,Senior,Full time,Data Engineer,265000,US,Full Remote,US,Medium,9,Data Engineering
14162,2023,Senior,Full time,Data Engineer,200000,US,Full Remote,US,Medium,7,Data Engineering
14163,2023,Senior,Full time,Data Engineer,217000,US,Full Remote,US,Medium,9,Data Engineering
14164,2023,Senior,Full time,Data Engineer,185000,US,Full Remote,US,Medium,5,Data Engineering
14165,2023,Senior,Full time,Data Scientist,177300,GB,On Site,GB,Medium,8,Data Science
14166,2023,Senior,Full time,Data Scientist,136300,GB,On Site,GB,Medium,7,Data Science
14167,2023,Senior,Full time,Data Analyst,83000,US,Full Remote,US,Medium,5,Other
14168,2023,Senior,Full time,Data Analyst,72000,US,Full Remote,US,Medium,5,Other
14169,2023,Senior,Full time,Data Analyst,208450,US,Full Remote,US,Medium,8,Other
14170,2023,Senior,Full time,Data Analyst,170550,US,Full Remote,US,Medium,5,Other
14171,2023,Senior,Full time,Data Engineer,72000,CO,Full Remote,CO,Medium,9,Data Engineering
14172,2023,Senior,Full time,Data Engineer,60000,CO,Full Remote,CO,Medium,9,Data Engineering
14173,2023,Senior,Full time,Machine Learning Engineer,200000,US,On Site,US,Medium,7,Machine Learning
14174,2023,Senior,Full time,Machine Learning Engineer,130000,US,On Site,US,Medium,9,Machine Learning
14175,2023,Senior,Full time,Data Scientist,190000,US,On Site,US,Medium,5,Data Science
14176,2023,Senior,Full time,Data Scientist,165000,US,On Site,US,Medium,6,Data Science
14177,2023,Entry level,Full time,Research Engineer,165000,US,On Site,US,Medium,1,Other
14178,2023,Entry level,Full time,Research Engineer,145000,US,On Site,US,Medium,1,Other
14179,2023,Senior,Full time,Applied Scientist,222200,US,On Site,US,Large,9,Data Science
14180,2023,Senior,Full time,Applied Scientist,136000,US,On Site,US,Large,5,Data Science
14181,2023,Executive level,Full time,Data Scientist,336400,US,On Site,US,Medium,12,Data Science
14182,2023,Executive level,Full time,Data Scientist,201900,US,On Site,US,Medium,13,Data Science
14183,2023,Mid level,Full time,Data Scientist,189750,US,On Site,US,Medium,2,Data Science
14184,2023,Mid level,Full time,Data Scientist,131100,US,On Site,US,Medium,2,Data Science
